sampledate.x,wtemp,o2,o2sat,cond,frlight,chlor.x,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,chlDate,chlor.y,datePlus1,dateMinus1,year4,daynum,avsnow,totice,whiteice,blueice,lakeid,sampledate,division,taxa_name,genus,biovolume_conc,Season,bv.datePlus1,bv.dateMinus1
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Cyclotella hakanssoniae,Cyclotella,1702.8411,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Cyclotella sp. 1,Cyclotella,1134.119,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Cymbella ,Cymbella,3817.4069,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Fragilaria capucina,Fragilaria,1702.8411,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Fragilaria crotonensis,Fragilaria,4317.3855,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Fragilaria filiformis,Fragilaria,9485.5464,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chlorophyta,Chlorococcaceae,,7077.4329,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chlorophyta,Chlamydomonas ,Chlamydomonas,3119.9961,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chlorophyta,Monomastix minuta,Monomastix,532.1392,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chlorophyta,Scenedesmus bijuga,Scenedesmus,88.6899,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chlorophyta,Schroederia judayi,Schroederia,383.1399,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chrysophyta,Chrysophyceae,,14404.2764,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chrysophyta,Chrysolykos skujai,Chrysolykos,399.1027,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chrysophyta,Dinobryon ,Dinobryon,2660.689,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chrysophyta,Dinobryon cyst,Dinobryon,456.4299,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Cryptophyta,Cryptomonas erosa,Cryptomonas,148727.2303,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Cryptophyta,Cryptomonas lucens,Cryptomonas,798.207,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Cryptophyta,Rhodomonas minuta,Rhodomonas,1702.8402,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Cryptophyta,Rhodomonas minuta,Rhodomonas,5587.4492,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Cyanophyta,Synechocystis ,Synechocystis,14.966,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Haptophyta,Chrysochromulina parva,Chrysochromulina,18378.5586,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Pyrrhophyta,Gymnodinium helveticum,Gymnodinium,6424.6808,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.5,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Total,Total,Total,241242.3545,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Cyclostephanos damasii,Cyclostephanos,8326.3864,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Cyclotella hakanssoniae,Cyclotella,1702.8411,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Cyclotella sp. 1,Cyclotella,1134.119,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Cymbella ,Cymbella,3817.4069,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Fragilaria capucina,Fragilaria,1702.8411,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Fragilaria crotonensis,Fragilaria,4317.3855,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Bacillariophyta,Fragilaria filiformis,Fragilaria,9485.5464,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chlorophyta,Chlorococcaceae,,7077.4329,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chlorophyta,Chlamydomonas ,Chlamydomonas,3119.9961,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chlorophyta,Monomastix minuta,Monomastix,532.1392,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chlorophyta,Scenedesmus bijuga,Scenedesmus,88.6899,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chlorophyta,Schroederia judayi,Schroederia,383.1399,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chrysophyta,Chrysophyceae,,14404.2764,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chrysophyta,Chrysolykos skujai,Chrysolykos,399.1027,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chrysophyta,Dinobryon ,Dinobryon,2660.689,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Chrysophyta,Dinobryon cyst,Dinobryon,456.4299,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Cryptophyta,Cryptomonas erosa,Cryptomonas,148727.2303,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Cryptophyta,Cryptomonas lucens,Cryptomonas,798.207,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Cryptophyta,Rhodomonas minuta,Rhodomonas,1702.8402,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Cryptophyta,Rhodomonas minuta,Rhodomonas,5587.4492,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Cyanophyta,Synechocystis ,Synechocystis,14.966,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Haptophyta,Chrysochromulina parva,Chrysochromulina,18378.5586,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Pyrrhophyta,Gymnodinium helveticum,Gymnodinium,6424.6808,1,5/17/13,5/15/13
5/16/13,6.77,10.77,93.69,109.74,0.18,5.01,1.08,7.4,7.89,967.19,7.89,8.55,2.51,2.4,20.79,NA,30.24,184.74,204.51,0,2.59,3003.48,NA,NA,0.13,9.9,2.84,12.03,3.34,3.45,0.67,0,0.01,5/16/13,5.9,5/17/13,5/15/13,NA,NA,NA,NA,NA,NA,SP,5/16/13,Total,Total,Total,241242.3545,1,5/17/13,5/15/13
5/24/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/30/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/13,10.68,9.84,94.82,NA,0.16,5.82,0.84,7.44,7.98,NA,8.59,8.93,3.25,3.14,22.28,NA,38.73,183.71,207.92,0.39,4.6,2690.19,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,6/11/13,1.4,6/12/13,6/10/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/25/13,13.01,9.53,96.95,NA,0.17,4.49,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6/25/13,0.9,6/26/13,6/24/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/26/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6/25/13,0.9,6/26/13,6/24/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/13,14.85,9.56,100.57,NA,0.16,4.26,0.61,7.53,8.05,NA,8.19,8.44,2.68,2.68,6.51,NA,12.23,179.92,192.68,1.21,2.84,2617.68,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,7/8/13,1.5,7/9/13,7/7/13,NA,NA,NA,NA,NA,NA,SP,7/8/13,,Rhodospirillum rubrum,Rhodospirillum,13.3035,1,7/9/13,7/7/13
7/8/13,14.85,9.56,100.57,NA,0.16,4.26,0.61,7.53,8.05,NA,8.19,8.44,2.68,2.68,6.51,NA,12.23,179.92,192.68,1.21,2.84,2617.68,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,7/8/13,1.5,7/9/13,7/7/13,NA,NA,NA,NA,NA,NA,SP,7/8/13,Bacillariophyta,Asterionella formosa,Asterionella,46953.4545,1,7/9/13,7/7/13
7/8/13,14.85,9.56,100.57,NA,0.16,4.26,0.61,7.53,8.05,NA,8.19,8.44,2.68,2.68,6.51,NA,12.23,179.92,192.68,1.21,2.84,2617.68,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,7/8/13,1.5,7/9/13,7/7/13,NA,NA,NA,NA,NA,NA,SP,7/8/13,Bacillariophyta,Cyclostephanos damasii,Cyclostephanos,27245.4602,1,7/9/13,7/7/13
7/8/13,14.85,9.56,100.57,NA,0.16,4.26,0.61,7.53,8.05,NA,8.19,8.44,2.68,2.68,6.51,NA,12.23,179.92,192.68,1.21,2.84,2617.68,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,7/8/13,1.5,7/9/13,7/7/13,NA,NA,NA,NA,NA,NA,SP,7/8/13,Bacillariophyta,Cyclotella atomus,Cyclotella,851.4193,1,7/9/13,7/7/13
7/8/13,14.85,9.56,100.57,NA,0.16,4.26,0.61,7.53,8.05,NA,8.19,8.44,2.68,2.68,6.51,NA,12.23,179.92,192.68,1.21,2.84,2617.68,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,7/8/13,1.5,7/9/13,7/7/13,NA,NA,NA,NA,NA,NA,SP,7/8/13,Bacillariophyta,Cyclotella hakanssoniae,Cyclotella,21503.7065,1,7/9/13,7/7/13
7/8/13,14.85,9.56,100.57,NA,0.16,4.26,0.61,7.53,8.05,NA,8.19,8.44,2.68,2.68,6.51,NA,12.23,179.92,192.68,1.21,2.84,2617.68,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,7/8/13,1.5,7/9/13,7/7/13,NA,NA,NA,NA,NA,NA,SP,7/8/13,Bacillariophyta,Fragilaria crotonensis,Fragilaria,31738.9514,1,7/9/13,7/7/13
7/8/13,14.85,9.56,100.57,NA,0.16,4.26,0.61,7.53,8.05,NA,8.19,8.44,2.68,2.68,6.51,NA,12.23,179.92,192.68,1.21,2.84,2617.68,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,7/8/13,1.5,7/9/13,7/7/13,NA,NA,NA,NA,NA,NA,SP,7/8/13,Bacillariophyta,Fragilaria delicatissima,Fragilaria,14634.843,1,7/9/13,7/7/13
7/8/13,14.85,9.56,100.57,NA,0.16,4.26,0.61,7.53,8.05,NA,8.19,8.44,2.68,2.68,6.51,NA,12.23,179.92,192.68,1.21,2.84,2617.68,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,7/8/13,1.5,7/9/13,7/7/13,NA,NA,NA,NA,NA,NA,SP,7/8/13,Bacillariophyta,Fragilaria filiformis,Fragilaria,93087.0869,1,7/9/13,7/7/13
7/8/13,14.85,9.56,100.57,NA,0.16,4.26,0.61,7.53,8.05,NA,8.19,8.44,2.68,2.68,6.51,NA,12.23,179.92,192.68,1.21,2.84,2617.68,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,7/8/13,1.5,7/9/13,7/7/13,NA,NA,NA,NA,NA,NA,SP,7/8/13,Bacillariophyta,Lindavia intermedia,Lindavia,53213.7915,1,7/9/13,7/7/13
7/8/13,14.85,9.56,100.57,NA,0.16,4.26,0.61,7.53,8.05,NA,8.19,8.44,2.68,2.68,6.51,NA,12.23,179.92,192.68,1.21,2.84,2617.68,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,7/8/13,1.5,7/9/13,7/7/13,NA,NA,NA,NA,NA,NA,SP,7/8/13,Bacillariophyta,Nitzschia palea,Nitzschia,2128.5515,1,7/9/13,7/7/13
