"sampledate.x","wtemp","o2","o2sat","cond","frlight","chlor.x","phaeo","ph","phair","alk","dic","tic","doc","toc","no3no2","no2","nh4","totnf","totnuf","totpf","totpuf","drsif","brsif","brsiuf","tpm","cl","so4","ca","mg","na","k","fe","mn","chlDate","chlor.y","datePlus1","dateMinus1","year4","daynum","avsnow","totice","whiteice","blueice","CBV.date","Genus.x","CellBioVol.x","bv.datePlus1","bv.dateMinus1","Genus.y","CellBioVol.y","PerBioVol"
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Armored Dinoflagellate",1749.72634,0.02137176
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Dinobryon",20681.74,0.252613888
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Fragilaria",4978.48,0.060808868
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Lindavia comensis (C. Comensis)",3065.171396,0.037439058
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Flagellated green",1396.31312,0.017055049
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Asterionella",4364.693998,0.053311874
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Segmented green",834.334,0.010190843
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"Mallomonas",54,0.000659575
2004-06-22,13.62,10.72,109.28,NA,0.23,2.47,1.66,7.59,7.96,NA,8.39,8.54,3.32,3.29,13.2,NA,60.97,274.55,290.6,2.35,7.28,2544.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-22,1.1,2004-06-23,2004-06-21,NA,NA,NA,NA,NA,NA,2004-06-22,"TotalBiovolume",80990.95401,2004-06-23,2004-06-21,"TotalBiovolume",81870.95401,NA
2004-07-06,14.19,9.42,97.59,NA,0.19,2.08,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-06,1,2004-07-07,2004-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Tabellaria",3449.468734,0.088648292
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Lindavia affinis",133.2683216,0.003424878
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"?17",27.73324717,0.00071272
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Epithemia",252.8982086,0.00649926
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"?11",3090.712078,0.079428563
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Asterocapsa",3879.43376,0.099698012
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Cocconeis",152.6421331,0.003922768
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Limnothrix",1958.041537,0.050319934
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Microcystis",31.56457729,0.000811182
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Cryptomonad",6052.2974,0.155538683
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Perdinium",0,0
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Small cocconeis",1679.063464,0.043150444
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Dinobryon",10340.87,0.265751201
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Fragilaria",1244.62,0.031985632
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Lindavia comensis",977.3010248,0.025115771
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Cf. Elakatothrix",23.378481,0.000600806
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Cyanobacteria diachloros",261.80871,0.006728252
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Flagellated green",872.6957,0.022427507
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Asterionella",1091.1735,0.028042193
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Segmented green",792.6173,0.020369563
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Peanut",679.8808,0.017472334
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Mallomonas colony",48,0.001233557
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"Aulacoseira",1872.377689,0.048118448
2004-07-21,15.98,9.75,105.12,NA,0.24,1.78,1.07,7.46,7.94,NA,8.59,8.73,3.48,3.43,13.78,NA,35.35,247.56,259.46,1.88,5.57,2727.52,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-21,1,2004-07-22,2004-07-20,NA,NA,NA,NA,NA,NA,2004-07-21,"TotalBiovolume",38911.84667,2004-07-22,2004-07-20,"TotalBiovolume",38911.84667,NA
2004-08-02,16.41,9.86,106.67,NA,0.27,1.78,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2004-08-02,0.5,2004-08-03,2004-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"unID pennate diatom",0,0
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Tabellaria",1293.550775,0.037154791
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"?17",27.73324716,0.000796585
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Microcystis",230.4214142,0.006618418
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"?11",1545.356039,0.044387419
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"unID bacilliariales diatom",0,0
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Cosmarium",880,0
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Limnothrix",1540.476483,0.044247264
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Planktolyngabia",4712.388981,0.13535443
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Cryptomonad",3319.0018,0.095332028
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Naked Dinoflagellate",14007.08007,0.402326793
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Armored Dinoflagellate",1749.72634,0.050257569
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Small Cocconeis",305.2842662,0.008768711
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Dinobryon",3102.261,0.08910656
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Lindavia comensis",577.4960601,0.016587478
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Cf. Elakatothrix",67.537834,0.001939896
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Flagellated green",349.07828,0.010026611
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Segmented green",1793.8181,0.051524021
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Peanut",169.9702,0.004882071
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Mallomonas colony",24,0.000689354
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,1.1,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"TotalBiovolume",35695.18089,NA
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,0.7,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"unID pennate diatom",0,0
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,0.7,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Tabellaria",1293.550775,0.037154791
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,0.7,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"?17",27.73324716,0.000796585
2004-08-16,15.17,5.99,65.33,94.9,0.26,1.81,2.5,7.55,7.92,647.9,8.64,8.78,3.44,3.42,16.45,NA,204.01,240.56,250.56,3.5,9.04,2665.48,NA,NA,0.16,7.01,2.41,11.31,3.11,3.08,0.7,0.05,0,2004-08-16,0.7,2004-08-17,2004-08-15,NA,NA,NA,NA,NA,NA,2004-08-16,"TotalBiovolume",34815.18089,2004-08-17,2004-08-15,"Microcystis",230.4214142,0.006618418
